rock_type,geological_structure,joint_spacing_cm,weathering_grade,presence_of_clay_seams,slope_angle_degrees,bench_height_m,slope_aspect_degrees,bench_width_m,annual_rainfall_mm,pore_water_pressure_kPa,seepage_presence,seismic_activity,blast_vibration_intensity_mm_s,blast_frequency_per_month,time_since_last_rockfall_days,rockfall_event,rockfall_risk,high_risk_flag
limestone,fault,54,slightly weathered,1,69,9,100,9,1562,65,1,1,42,11,110,1,0.87,1
limestone,fault,50,slightly weathered,0,59,9,90,14,2123,50,0,0,42,6,75,0,0.03,0
basalt,fault,55,slightly weathered,1,65,9,200,9,1952,55,1,1,43,9,50,0,0.22,0
basalt,dyke,50,fresh,0,67,9,75,14,1869,50,0,1,43,11,120,1,0.75,1
granite,fault,38,slightly weathered,0,60,9,25,7,1601,40,0,1,32,9,90,0,0.02,0
granite,fault,35,slightly weathered,0,65,10,210,8,1505,40,1,1,30,8,30,1,0.86,1
sandstone,fault,10,fresh,0,73,7,190,7,1502,55,1,1,42,7,60,1,0.8,1
granite,fault,18,fresh,0,74,13,120,12,2003,50,0,1,30,9,45,1,0.83,1
limestone,fault,40,slightly weathered,0,60,8,300,9,939,60,0,0,18,9,50,0,0.01,0
granite,dyke,60,highly weathered,1,66,11,145,12,1802,50,1,0,38,9,120,1,0.77,1
basalt,fault,15,fresh,1,62,13,180,9,2300,25,0,1,40,12,10,1,0.92,1
sandstone,bedding plane,65,slightly weathered,0,47,6,210,6,1657,65,0,0,33,8,110,0,0.07,0
sandstone,fault,74,highly weathered,1,69,13,0,13,2062,90,1,1,42,12,184,1,0.98,1
granite,dyke,75,slightly weathered,1,71,12,240,10,1801,46,1,0,30,8,125,1,0.8,1
sandstone,bedding plane,55,highly weathered,1,60,8,80,10,2107,80,1,0,25,7,120,1,0.73,1
limestone,bedding plane,25,highly weathered,1,45,7,30,7,2020,80,1,0,37,5,160,0,0.12,0
granite,fault,55,slightly weathered,1,66,7,190,13,1703,74,1,1,36,9,80,0,0.17,0
granite,fault,65,slightly weathered,0,69,15,210,15,1870,48,0,1,32,9,70,0,0.06,0
granite,fault,55,slightly weathered,1,67,14,135,7,2500,65,1,1,43,10,7,1,0.95,1
basalt,dyke,53,slightly weathered,1,67,13,300,13,1601,57,1,1,36,7,50,0,0.1,0
granite,dyke,56,slightly weathered,0,72,14,278,14,942,65,1,1,39,7,12,1,0.83,1
basalt,dyke,85,slightly weathered,1,71,13,45,14,2120,75,1,1,45,12,75,1,0.99,1
granite,fault,40,slightly weathered,1,70,9,150,9,2116,45,1,1,32,7,75,0,0.14,0
basalt,joint,20,fresh,0,69,11,330,14,930,10,0,0,18,6,10,0,0.03,0
sandstone,bedding plane,95,highly weathered,1,58,6,330,7,1419,80,1,0,22,5,180,0,0.05,0
granite,fault,40,slightly weathered,0,63,5,270,8,1601,55,0,0,38,8,70,0,0.04,0
basalt,fault,60,fresh,0,72,13,240,9,2119,55,0,1,45,10,10,1,0.98,1
sandstone,fault,35,fresh,0,45,5,120,7,2101,50,1,1,28,11,20,1,0.74,1
basalt,fault,65,fresh,0,62,10,200,8,2100,35,0,0,35,8,45,1,0.68,0
sandstone,fault,50,slightly weathered,0,58,13,90,14,1418,35,0,1,32,6,70,0,0.01,0
granite,fault,60,slightly weathered,0,68,9,180,14,1915,25,0,0,39,6,50,0,0.0,0
limestone,bedding plane,83,highly weathered,1,65,7,80,6,2216,85,1,1,25,10,120,1,0.79,1
limestone,bedding plane,49,slightly weathered,0,73,14,225,11,1703,75,1,0,22,11,150,0,0.07,0
sandstone,fault,58,slightly weathered,0,67,13,270,13,2304,93,1,1,46,12,10,1,1.0,1
sandstone,fault,65,highly weathered,1,58,10,350,6,1910,35,1,0,28,9,140,0,0.09,0
sandstone,bedding plane,50,fresh,0,45,9,340,10,1422,17,0,0,28,5,18,0,0.0,0
basalt,dyke,70,slightly weathered,1,67,7,330,10,1552,55,0,0,31,7,50,0,0.04,0
granite,fault,35,slightly weathered,0,72,11,120,13,2002,35,0,0,32,6,105,0,0.01,0
sandstone,fault,81,slightly weathered,0,68,7,210,14,2300,68,1,1,37,10,40,1,0.85,1
limestone,bedding plane,65,slightly weathered,0,74,13,270,15,1600,100,1,0,49,10,85,1,0.91,1
sandstone,bedding plane,55,highly weathered,1,68,13,90,6,1900,75,1,0,25,5,15,1,0.8,1
basalt,dyke,55,slightly weathered,0,50,7,180,8,1702,50,0,1,32,7,20,0,0.12,0
sandstone,joint,29,slightly weathered,0,66,9,250,10,1955,48,0,0,16,9,80,0,0.02,0
limestone,bedding plane,48,highly weathered,1,64,10,128,6,2113,71,1,0,27,4,160,0,0.12,0
granite,fault,65,slightly weathered,0,73,13,180,13,1600,54,1,0,25,6,20,1,0.74,1
limestone,fault,55,slightly weathered,0,60,14,290,11,1315,45,0,1,22,7,60,0,0.01,0
basalt,joint,80,highly weathered,1,58,12,330,10,1701,50,1,1,42,6,20,0,0.27,0
limestone,bedding plane,50,highly weathered,1,55,6,45,14,2303,85,1,1,35,9,80,0,0.14,0
granite,fault,33,slightly weathered,1,69,8,150,9,1864,47,0,1,23,7,84,0,0.02,0
basalt,dyke,21,fresh,0,57,14,40,13,1909,40,0,0,18,7,2,0,0.04,0
limestone,bedding plane,50,highly weathered,1,57,9,150,10,2203,75,1,0,24,8,70,0,0.06,0
sandstone,fault,15,fresh,1,46,6,90,14,2429,35,1,0,22,7,90,0,0.03,0
limestone,bedding plane,65,highly weathered,1,73,15,315,14,2409,90,1,1,42,11,5,1,1.0,1
limestone,dyke,47,slightly weathered,1,67,9,135,7,1600,60,0,1,46,12,20,1,0.85,1
granite,fault,54,fresh,0,70,11,200,7,1422,40,1,0,45,7,60,1,0.75,1
limestone,dyke,77,slightly weathered,0,69,12,180,8,1254,58,1,1,33,10,80,0,0.18,0
basalt,dyke,60,fresh,0,55,9,270,10,2011,20,0,1,48,10,10,1,0.97,1
limestone,fault,50,highly weathered,1,70,15,180,8,2201,70,1,1,35,10,25,1,0.97,1
basalt,fault,25,highly weathered,1,74,15,15,14,2121,95,1,1,34,12,5,1,0.95,1
granite,dyke,61,fresh,0,58,7,180,12,1351,23,0,1,20,6,126,0,0.02,0
granite,fault,35,slightly weathered,0,60,13,120,10,1600,33,0,0,21,6,40,0,0.0,0
granite,fault,44,slightly weathered,0,69,12,270,10,1703,50,0,1,20,10,45,0,0.13,0
limestone,fault,33,slightly weathered,0,65,14,180,11,2015,60,1,1,30,9,75,1,0.83,1
basalt,dyke,40,slightly weathered,0,50,7,330,12,1700,35,0,1,22,11,10,0,0.11,0
limestone,dyke,60,fresh,0,72,11,315,13,1702,40,0,1,38,11,20,0,0.21,0
limestone,bedding plane,65,slightly weathered,1,70,12,200,11,2106,75,1,1,36,7,155,1,0.97,1
granite,bedding plane,55,highly weathered,1,72,9,310,11,1703,30,1,1,42,9,90,1,0.82,1
sandstone,joint,15,slightly weathered,0,50,7,50,14,1601,45,0,0,20,5,150,0,0.02,0
basalt,fault,55,slightly weathered,0,67,13,300,14,1901,40,1,0,30,11,50,1,0.76,1
sandstone,joint,60,fresh,0,71,14,70,15,2115,50,1,0,26,10,55,0,0.21,0
granite,fault,50,slightly weathered,0,58,9,200,9,2118,50,0,1,44,7,15,1,0.84,1
limestone,dyke,60,slightly weathered,0,64,13,173,14,1702,40,0,0,29,7,70,0,0.01,0
granite,fault,25,slightly weathered,0,65,10,182,8,1800,30,1,0,25,8,30,0,0.13,0
limestone,bedding plane,42,slightly weathered,0,73,9,215,11,1870,55,1,0,33,8,135,0,0.06,0
limestone,joint,45,fresh,0,45,7,330,9,1324,20,0,0,10,5,10,0,0.0,0
sandstone,bedding plane,78,highly weathered,1,55,8,95,7,2306,90,1,0,25,6,30,0,0.06,0
limestone,fault,75,highly weathered,1,72,12,90,10,1802,60,1,1,42,11,60,1,0.91,1
limestone,dyke,65,slightly weathered,1,69,13,150,9,2302,78,1,0,44,9,80,1,0.92,1
basalt,fault,33,slightly weathered,1,65,8,150,11,2202,88,1,1,44,7,50,1,0.93,1
limestone,dyke,70,slightly weathered,0,66,15,109,13,1418,55,0,0,38,10,75,1,0.71,1
sandstone,bedding plane,15,highly weathered,1,73,13,330,8,2106,80,1,1,38,11,30,1,0.94,1
granite,fault,45,slightly weathered,1,63,10,130,8,1956,35,1,0,38,8,45,0,0.08,0
limestone,bedding plane,75,highly weathered,1,69,12,330,10,2202,85,1,1,40,12,5,1,1.0,1
granite,fault,52,slightly weathered,0,67,9,240,9,1801,65,1,0,22,7,135,0,0.04,0
limestone,bedding plane,58,slightly weathered,0,66,15,140,9,1759,52,0,1,37,9,75,0,0.03,0
basalt,dyke,95,fresh,0,58,9,50,11,1702,20,0,1,25,4,15,0,0.06,0
sandstone,joint,65,slightly weathered,0,68,8,330,5,1304,40,0,1,10,6,20,0,0.01,0
granite,dyke,42,slightly weathered,1,65,13,250,10,1700,45,0,0,32,10,30,0,0.08,0
sandstone,joint,60,slightly weathered,0,58,8,150,9,2309,65,0,0,18,6,5,0,0.05,0
granite,fault,55,slightly weathered,0,60,9,180,6,1254,50,1,0,35,6,30,0,0.13,0
sandstone,joint,45,fresh,0,60,9,210,6,2013,75,0,0,35,6,15,0,0.04,0
basalt,fault,23,slightly weathered,1,68,14,180,13,1700,60,1,0,33,11,10,1,0.79,1
limestone,fault,45,slightly weathered,0,63,15,250,13,1761,40,0,1,37,10,110,1,0.71,1
sandstone,joint,58,slightly weathered,0,60,9,90,8,1505,60,0,0,20,9,25,0,0.0,0
sandstone,bedding plane,70,highly weathered,1,66,11,330,8,2204,65,1,0,40,12,13,1,0.97,1
sandstone,bedding plane,27,highly weathered,1,70,10,233,10,1801,80,1,0,19,10,129,1,0.78,1
granite,dyke,40,fresh,0,70,11,200,11,2201,50,0,0,30,9,90,1,0.67,0
limestone,bedding plane,53,fresh,0,73,6,60,12,2197,80,1,1,45,12,20,1,0.99,1
limestone,fault,33,slightly weathered,0,60,6,120,6,1503,60,0,1,30,8,60,0,0.03,0
basalt,joint,60,highly weathered,0,73,7,270,14,2203,85,1,1,20,6,10,1,0.92,1
limestone,bedding plane,30,highly weathered,1,52,12,255,13,2311,86,1,1,44,12,122,1,0.98,1
basalt,bedding plane,45,highly weathered,1,73,7,90,7,2123,85,1,0,40,9,90,1,0.9,1
basalt,dyke,40,fresh,0,64,12,45,13,1251,40,0,1,43,9,80,0,0.12,0
limestone,dyke,64,highly weathered,1,71,14,130,12,2202,80,1,1,40,10,130,1,0.99,1
limestone,fault,70,highly weathered,1,65,9,300,7,2021,60,1,1,48,9,90,1,0.88,1
limestone,fault,34,slightly weathered,1,69,11,300,10,1601,58,1,0,35,7,34,1,0.76,1
granite,fault,45,slightly weathered,0,60,7,180,13,2111,55,1,0,20,8,15,0,0.08,0
granite,fault,65,slightly weathered,1,63,15,210,14,1600,65,1,1,47,6,70,1,0.8,1
limestone,joint,60,slightly weathered,0,69,10,120,8,1506,60,1,0,40,6,70,0,0.07,0
limestone,bedding plane,55,highly weathered,1,55,7,200,7,2119,85,1,1,34,10,120,1,0.89,1
granite,fault,48,slightly weathered,0,60,13,180,11,1758,50,0,1,28,6,55,0,0.02,0
sandstone,fault,15,fresh,1,56,6,40,14,2445,75,1,1,39,6,25,1,0.87,1
basalt,dyke,55,fresh,0,69,7,180,11,2121,20,0,1,33,7,105,0,0.08,0
basalt,fault,46,fresh,1,55,10,215,14,992,34,0,1,19,9,94,0,0.01,0
sandstone,joint,72,highly weathered,0,69,6,45,7,1266,85,0,1,42,6,124,0,0.15,0
limestone,bedding plane,65,highly weathered,1,74,14,140,12,2500,80,1,1,38,9,75,1,0.97,1
basalt,dyke,40,slightly weathered,0,68,7,210,12,1912,20,0,0,20,6,90,0,0.0,0
basalt,dyke,85,slightly weathered,0,72,14,130,9,1872,70,1,1,42,10,80,1,0.94,1
limestone,fault,65,slightly weathered,0,73,7,270,13,2301,88,1,1,37,6,140,1,0.81,1
limestone,bedding plane,38,slightly weathered,0,74,14,210,13,2029,65,1,0,46,8,120,1,0.83,1
granite,fault,70,slightly weathered,0,66,6,270,9,1655,52,0,1,28,7,75,0,0.05,0
basalt,fault,62,slightly weathered,1,60,7,250,6,1601,55,1,1,38,12,45,0,0.18,0
basalt,dyke,66,fresh,0,67,12,135,13,1902,35,0,1,38,10,120,0,0.05,0
granite,fault,35,fresh,0,58,11,120,14,800,45,1,0,30,7,100,0,0.04,0
sandstone,fault,20,slightly weathered,0,55,7,210,7,1234,35,0,0,15,6,60,0,0.0,0
basalt,dyke,80,fresh,0,60,9,210,6,1210,15,0,1,20,8,90,0,0.01,0
limestone,joint,50,slightly weathered,0,55,7,90,8,926,25,0,0,18,5,30,0,0.0,0
granite,fault,85,slightly weathered,1,69,13,115,13,1351,40,1,1,33,9,30,0,0.2,0
granite,fault,45,slightly weathered,1,65,10,180,8,1800,55,1,0,35,8,45,0,0.18,0
limestone,bedding plane,65,fresh,0,74,12,180,12,1701,55,0,1,49,10,20,1,0.94,1
granite,fault,75,slightly weathered,1,68,14,120,7,1553,60,1,1,40,8,35,1,0.86,1
limestone,dyke,55,slightly weathered,0,73,14,240,12,1654,60,0,0,37,8,105,0,0.07,0
granite,fault,40,fresh,0,55,12,200,10,1801,20,0,0,20,6,30,1,0.56,0
sandstone,bedding plane,40,fresh,0,70,15,250,8,1656,50,0,0,32,10,60,0,0.11,0
basalt,dyke,15,fresh,0,68,8,120,7,2116,10,0,1,28,11,30,0,0.11,0
limestone,fault,38,highly weathered,0,71,6,30,8,1802,85,1,1,42,8,50,0,0.11,0
granite,fault,29,slightly weathered,1,62,6,180,7,2200,80,1,1,20,8,96,0,0.22,0
basalt,dyke,75,slightly weathered,0,48,6,115,10,1657,22,0,0,31,9,18,0,0.02,0
granite,bedding plane,70,fresh,0,58,15,180,15,1407,30,0,1,32,7,25,1,0.71,1
basalt,dyke,45,fresh,0,60,8,300,9,1802,55,1,0,30,10,60,0,0.1,0
sandstone,fault,50,slightly weathered,1,72,14,80,9,1601,50,0,1,40,12,10,1,0.93,1
sandstone,joint,20,fresh,0,54,8,345,7,1302,15,0,0,22,9,20,0,0.02,0
limestone,fault,85,slightly weathered,1,68,12,278,10,2440,78,1,1,31,10,45,1,0.9,1
basalt,bedding plane,65,fresh,0,58,6,240,13,2122,45,0,1,18,7,170,0,0.03,0
sandstone,bedding plane,80,highly weathered,1,73,14,124,12,2102,70,1,0,22,9,150,0,0.17,0
granite,dyke,25,fresh,0,58,12,250,6,1233,15,0,0,23,11,20,0,0.04,0
limestone,bedding plane,65,fresh,0,50,7,230,10,1410,25,0,0,15,5,170,0,0.0,0
basalt,dyke,50,slightly weathered,0,60,7,120,6,1702,20,0,0,18,4,15,0,0.0,0
granite,bedding plane,35,fresh,0,73,11,225,7,1600,30,1,0,33,9,20,0,0.12,0
granite,dyke,20,slightly weathered,0,50,10,200,7,1703,55,1,1,45,12,120,1,0.89,1
basalt,dyke,35,slightly weathered,0,73,9,270,6,1651,72,1,1,37,9,50,0,0.18,0
sandstone,fault,45,slightly weathered,0,50,7,130,12,2110,55,0,0,10,9,60,0,0.0,0
granite,bedding plane,60,fresh,1,50,12,190,13,1237,85,1,1,43,9,40,1,0.86,1
basalt,dyke,60,fresh,0,73,10,280,10,2204,50,0,1,45,10,15,1,0.95,1
sandstone,bedding plane,58,highly weathered,1,64,7,210,7,1316,65,1,0,35,9,70,0,0.03,0
basalt,fault,40,slightly weathered,1,69,12,60,9,1906,52,0,0,29,7,80,0,0.04,0
granite,bedding plane,50,slightly weathered,1,67,14,280,8,2107,55,1,0,30,9,65,0,0.07,0
limestone,bedding plane,55,slightly weathered,0,71,13,340,11,2008,78,1,0,41,8,80,0,0.18,0
basalt,fault,15,highly weathered,1,58,6,300,9,1500,70,1,0,30,7,10,1,0.78,1
basalt,joint,60,slightly weathered,1,50,14,90,14,1302,50,1,0,35,9,75,0,0.04,0
granite,fault,50,slightly weathered,1,73,7,45,7,1703,60,1,1,27,7,18,0,0.2,0
limestone,fault,45,slightly weathered,1,72,15,30,15,1702,80,1,0,36,12,20,1,0.95,1
sandstone,joint,55,slightly weathered,1,50,8,250,6,2105,85,0,0,28,11,45,0,0.09,0
basalt,fault,80,fresh,1,67,7,210,8,1909,50,1,1,35,10,45,0,0.2,0
granite,dyke,65,slightly weathered,1,65,12,210,10,1801,55,1,0,32,8,120,1,0.74,1
granite,dyke,70,slightly weathered,0,69,7,145,11,1601,50,0,1,21,9,40,0,0.04,0
limestone,bedding plane,70,highly weathered,1,71,15,210,10,2116,85,1,1,48,12,125,1,1.0,1
sandstone,bedding plane,40,slightly weathered,0,73,7,90,9,1421,25,0,0,19,7,100,0,0.0,0
sandstone,joint,50,fresh,0,74,14,340,15,2122,10,0,0,20,11,90,0,0.12,0
basalt,joint,60,fresh,0,55,8,340,12,1600,20,0,0,20,6,90,0,0.0,0
granite,fault,55,slightly weathered,0,67,10,150,13,1600,36,0,0,21,6,85,0,0.0,0
basalt,dyke,53,fresh,0,73,13,80,15,1800,65,0,1,42,7,60,0,0.16,0
granite,fault,45,fresh,0,69,9,185,9,1460,65,1,0,38,9,70,0,0.08,0
limestone,bedding plane,70,highly weathered,1,74,9,60,15,2109,85,1,1,42,9,120,1,1.0,1
sandstone,dyke,25,highly weathered,1,66,7,330,5,2412,85,1,1,48,12,75,1,0.99,1
sandstone,fault,53,slightly weathered,1,72,13,140,14,1702,38,0,0,31,7,70,0,0.04,0
basalt,dyke,60,slightly weathered,1,70,7,110,9,2202,75,1,1,40,7,120,0,0.31,0
granite,bedding plane,70,slightly weathered,0,60,8,270,12,2017,57,1,0,29,8,95,0,0.05,0
limestone,bedding plane,60,highly weathered,1,65,9,200,8,2203,80,1,1,35,8,120,1,0.92,1
sandstone,joint,20,fresh,0,55,7,245,11,2025,25,0,0,12,4,20,0,0.01,0
sandstone,joint,45,slightly weathered,0,66,9,210,9,2029,70,0,1,42,8,10,0,0.22,0
basalt,dyke,70,fresh,0,66,8,300,7,2007,60,0,1,40,6,60,0,0.25,0
basalt,dyke,20,fresh,0,45,8,250,8,1902,19,0,0,31,7,90,0,0.02,0
granite,fault,35,slightly weathered,0,60,10,50,10,1409,50,1,0,27,7,55,0,0.0,0
limestone,fault,60,fresh,0,65,11,210,11,1911,55,1,0,29,7,40,0,0.08,0
granite,dyke,65,highly weathered,1,66,7,210,8,1251,50,1,0,27,5,90,0,0.03,0
limestone,fault,75,highly weathered,1,69,13,150,14,2117,75,1,1,48,12,20,1,1.0,1
basalt,joint,50,fresh,0,73,12,230,8,1601,15,0,1,43,10,55,0,0.16,0
sandstone,joint,65,slightly weathered,1,69,6,170,7,1650,40,0,0,18,7,180,0,0.02,0
sandstone,dyke,55,slightly weathered,0,45,8,80,12,1601,50,0,0,30,7,50,0,0.01,0
basalt,joint,24,fresh,0,58,7,270,9,1700,20,0,0,22,6,70,0,0.01,0
limestone,bedding plane,70,highly weathered,0,60,9,330,12,1655,89,1,0,34,10,135,0,0.17,0
limestone,fault,85,slightly weathered,0,61,9,150,7,2021,60,1,1,30,12,30,0,0.24,0
granite,dyke,40,fresh,0,60,13,135,7,1701,22,0,0,29,7,25,0,0.02,0
granite,fault,65,slightly weathered,1,60,12,160,12,2114,80,1,1,39,9,135,1,0.89,1
basalt,dyke,65,slightly weathered,0,68,11,250,8,1658,38,1,0,48,6,95,0,0.11,0
limestone,bedding plane,30,highly weathered,1,72,7,100,12,1501,85,1,1,20,7,120,0,0.17,0
granite,fault,45,slightly weathered,0,64,13,230,12,2002,48,1,0,37,7,55,0,0.14,0
granite,bedding plane,85,highly weathered,1,47,15,330,8,1909,85,1,0,20,6,40,0,0.1,0
granite,dyke,65,slightly weathered,1,68,13,150,10,2030,68,1,1,38,10,25,1,0.92,1
limestone,bedding plane,65,highly weathered,1,74,7,215,13,2307,96,1,0,40,12,120,1,0.97,1
granite,dyke,65,slightly weathered,0,60,10,45,9,1221,30,1,0,20,8,60,0,0.03,0
sandstone,bedding plane,65,fresh,0,60,9,90,13,1901,25,0,0,25,9,13,1,0.7,0
granite,bedding plane,50,slightly weathered,1,67,8,210,7,1702,40,1,0,20,7,75,0,0.01,0
limestone,dyke,35,fresh,0,67,6,330,5,2017,65,0,1,36,12,15,1,0.92,1
limestone,bedding plane,85,highly weathered,1,70,6,45,9,1601,85,1,1,25,10,10,1,0.94,1
sandstone,fault,10,fresh,0,50,8,180,6,969,18,0,0,18,4,15,0,0.01,0
limestone,fault,50,highly weathered,1,69,14,330,9,1702,85,1,0,43,10,85,1,0.95,1
limestone,fault,55,fresh,0,65,8,195,10,1802,60,0,1,30,7,30,0,0.03,0
basalt,dyke,80,fresh,0,70,13,150,9,1802,20,0,1,40,5,90,0,0.11,0
basalt,fault,45,fresh,0,62,12,210,8,1801,30,0,0,20,6,30,0,0.06,0
limestone,bedding plane,94,highly weathered,1,74,12,71,10,2121,86,1,0,27,10,8,1,0.89,1
granite,dyke,50,slightly weathered,1,60,14,240,9,1552,38,1,1,36,9,45,0,0.13,0
granite,fault,43,slightly weathered,0,61,9,120,9,1501,52,0,0,34,7,80,0,0.0,0
limestone,fault,80,slightly weathered,1,69,11,120,13,1558,68,1,1,32,7,20,1,0.79,1
limestone,fault,65,fresh,0,67,9,220,7,2107,65,1,1,36,8,75,0,0.11,0
basalt,bedding plane,40,highly weathered,0,55,11,85,14,1703,60,1,1,38,11,120,0,0.08,0
sandstone,fault,36,slightly weathered,0,55,10,210,13,1422,22,0,0,15,7,75,0,0.0,0
sandstone,joint,86,slightly weathered,0,50,6,270,10,1303,33,0,1,20,7,26,0,0.01,0
granite,fault,40,highly weathered,0,68,12,250,11,2001,45,1,0,43,11,75,1,0.92,1
basalt,dyke,75,fresh,0,73,14,210,10,1802,15,1,0,40,12,15,1,0.87,1
basalt,dyke,50,fresh,0,74,15,200,14,1700,20,0,0,48,7,25,0,0.09,0
sandstone,joint,80,slightly weathered,1,72,9,120,10,1418,70,1,1,40,10,45,1,0.89,1
basalt,dyke,15,slightly weathered,0,74,14,95,8,1651,60,1,1,42,9,65,1,0.82,1
limestone,bedding plane,19,slightly weathered,1,73,9,120,13,2020,64,1,0,26,10,58,0,0.14,0
limestone,joint,70,slightly weathered,1,53,9,45,9,1910,62,1,1,32,7,55,0,0.08,0
granite,fault,35,slightly weathered,1,57,8,180,9,2311,50,0,1,32,10,70,1,0.73,1
basalt,fault,32,slightly weathered,0,55,7,290,6,2203,27,0,0,32,6,90,0,0.0,0
granite,fault,55,slightly weathered,0,67,8,120,13,1324,55,1,0,32,9,45,0,0.07,0
sandstone,bedding plane,15,highly weathered,1,72,5,330,5,2102,85,1,1,42,10,10,1,0.99,1
basalt,dyke,15,highly weathered,0,73,5,300,13,2405,75,1,1,38,11,7,1,0.95,1
sandstone,bedding plane,60,highly weathered,1,74,7,150,8,2201,75,1,0,20,9,45,0,0.05,0
sandstone,dyke,70,slightly weathered,1,46,12,50,13,2025,60,1,1,44,11,7,1,0.95,1
limestone,bedding plane,60,slightly weathered,1,50,9,100,9,2015,75,1,1,38,9,30,1,0.82,1
granite,dyke,45,slightly weathered,0,68,11,120,9,2001,80,1,0,40,11,60,1,0.81,1
sandstone,joint,55,slightly weathered,0,60,14,45,14,1904,60,0,0,15,9,180,0,0.05,0
basalt,dyke,40,fresh,0,69,9,45,8,1654,35,1,1,48,7,110,1,0.83,1
limestone,fault,65,slightly weathered,0,57,14,300,11,2020,60,1,0,33,9,60,0,0.15,0
sandstone,bedding plane,75,slightly weathered,1,60,9,10,12,2026,70,1,0,25,9,65,0,0.19,0
basalt,joint,10,fresh,0,72,15,280,6,1802,45,0,0,45,10,30,0,0.16,0
limestone,bedding plane,55,highly weathered,0,53,13,150,9,1253,90,1,0,37,8,60,0,0.13,0
basalt,dyke,45,highly weathered,1,63,13,180,14,2123,90,1,1,48,12,2,1,1.0,1
basalt,joint,70,slightly weathered,0,58,6,210,7,1900,35,0,0,22,6,80,0,0.01,0
granite,fault,20,slightly weathered,0,67,13,100,9,2030,35,1,1,38,9,55,0,0.16,0
basalt,fault,60,fresh,0,73,13,210,15,2304,80,1,1,42,9,15,1,0.95,1
sandstone,bedding plane,80,highly weathered,0,66,9,300,9,1907,79,1,0,30,9,150,1,0.76,1
limestone,bedding plane,77,highly weathered,0,62,12,189,10,1800,76,1,1,25,10,138,1,0.87,1
basalt,joint,70,slightly weathered,0,50,8,290,10,2200,25,0,1,42,10,30,0,0.22,0
granite,fault,45,slightly weathered,1,69,9,250,9,1116,65,1,0,36,10,25,0,0.18,0
granite,bedding plane,65,fresh,1,74,15,310,14,1304,32,0,1,42,10,20,0,0.2,0
sandstone,fault,20,slightly weathered,0,65,10,200,6,1802,30,0,0,28,8,30,1,0.72,1
basalt,fault,55,slightly weathered,0,50,15,340,13,1703,45,1,0,30,9,150,0,0.13,0
basalt,joint,30,slightly weathered,0,67,8,270,7,1659,50,0,1,33,10,30,0,0.12,0
sandstone,joint,55,slightly weathered,1,69,9,120,6,1956,40,0,0,20,7,55,0,0.03,0
limestone,dyke,64,highly weathered,0,74,8,61,7,1461,70,1,1,37,7,65,0,0.16,0
limestone,joint,55,slightly weathered,0,55,9,80,6,1600,20,0,0,30,9,120,0,0.01,0
basalt,fault,53,highly weathered,1,69,9,278,9,1950,70,1,0,22,7,85,1,0.64,0
limestone,joint,65,fresh,0,47,7,270,9,1601,40,0,0,26,7,90,0,0.0,0
sandstone,fault,30,fresh,0,64,14,200,11,1703,20,0,0,20,6,15,0,0.01,0
sandstone,fault,15,slightly weathered,1,62,10,130,9,1953,55,0,1,37,9,50,1,0.72,1
granite,fault,45,slightly weathered,0,65,10,180,8,1508,30,1,0,35,8,60,0,0.04,0
limestone,dyke,25,slightly weathered,1,68,13,250,11,2009,75,0,0,41,12,10,1,0.94,1
basalt,fault,68,fresh,0,73,13,255,13,2024,60,1,1,47,12,5,1,1.0,1
granite,bedding plane,60,slightly weathered,1,68,14,95,14,2116,50,0,0,20,9,30,1,0.7,0
sandstone,fault,45,highly weathered,1,67,14,210,13,2114,70,1,1,25,11,10,1,0.99,1
limestone,bedding plane,70,highly weathered,1,66,12,50,10,1802,75,1,0,35,6,90,1,0.77,1
granite,bedding plane,30,fresh,0,58,13,195,10,1417,45,0,1,40,7,85,0,0.1,0
basalt,dyke,65,highly weathered,1,58,12,330,12,2204,50,1,1,45,11,45,1,0.97,1
granite,fault,90,slightly weathered,0,65,15,120,11,1507,40,1,0,30,8,30,1,0.77,1
granite,fault,46,slightly weathered,0,66,14,120,11,1458,60,0,1,43,7,65,1,0.73,1
granite,fault,55,fresh,0,60,11,45,7,1601,40,0,1,25,7,180,0,0.03,0
basalt,dyke,90,fresh,0,73,6,330,10,2019,65,0,1,37,10,20,1,0.92,1
sandstone,bedding plane,78,highly weathered,1,74,14,70,7,1802,40,1,1,42,10,120,0,0.27,0
sandstone,joint,80,fresh,0,58,9,300,9,2204,55,0,0,36,6,90,0,0.08,0
sandstone,bedding plane,18,highly weathered,1,67,12,120,6,1600,79,1,1,27,10,160,0,0.24,0
basalt,joint,25,slightly weathered,0,62,10,270,10,1504,40,0,1,25,6,25,1,0.75,1
granite,fault,20,slightly weathered,1,75,6,250,10,2014,55,1,1,32,9,150,1,0.84,1
limestone,bedding plane,43,slightly weathered,1,58,9,120,7,1601,53,1,0,26,9,50,0,0.02,0
sandstone,joint,40,highly weathered,0,70,14,240,12,2116,50,1,0,42,6,90,1,0.83,1
basalt,fault,35,slightly weathered,0,67,11,135,8,1420,44,1,1,45,7,30,0,0.21,0
basalt,dyke,65,slightly weathered,0,62,6,270,9,1652,65,1,1,32,10,15,0,0.2,0
limestone,fault,35,highly weathered,0,67,14,250,13,2500,95,1,0,32,10,15,1,0.95,1
